9.4011 	INFO 	Loaded monitor calibration from ['2025_08_12 09:11']
9.4132 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
9.6705 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
9.6706 	INFO 	OpenGL version supported by driver is 4..
9.7176 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DC907A8AC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DC907A8A60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001DC90862320>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.7177 	EXP 	window1: backgroundImage = ''
9.7178 	EXP 	window1: backgroundFit = 'none'
10.2195 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.2195 	EXP 	window1: recordFrameIntervals = False
10.4920 	EXP 	window1: recordFrameIntervals = True
10.6760 	EXP 	Screen (0) actual frame rate measured at 59.73Hz
10.6760 	EXP 	window1: recordFrameIntervals = False
10.7228 	INFO 	keyboard.Keyboard is using ptb backend.
10.7231 	INFO 	keyboard.Keyboard is using ptb backend.
10.7232 	EXP 	Stroop task second_exp: status = STARTED
10.7980 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome ', units='height', win=Window(...), wrapWidth=1)
10.8039 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
10.8049 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.8135 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank you', units='height', win=Window(...), wrapWidth=1)
0.0180 	EXP 	text_2: autoDraw = True
1.0115 	EXP 	Imported condd.xlsx as conditions, 4 conditions, 4 params
1.0158 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'BLUE', 'colour': 'red', 'stimulus_condition': 'I', 'correct_response': 'r', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.0317 	EXP 	text_2: autoDraw = False
1.0317 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
1.0317 	EXP 	text: height = np.float64(0.05)
1.0317 	EXP 	text: height = np.float64(0.05)
1.0317 	EXP 	text: height = np.float64(0.05)
1.0317 	EXP 	text: text = 'BLUE'
1.0317 	EXP 	fixation: autoDraw = True
1.5052 	INFO 	Keyboard events cleared
1.5050 	EXP 	fixation: autoDraw = False
1.5050 	EXP 	text: autoDraw = True
2.2737 	DATA 	Keypress: r
2.2918 	EXP 	Device response: <KeyPress from None: t=2.2727348000044003, value=r, duration=None>
2.2921 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'RED', 'colour': 'red', 'stimulus_condition': 'C', 'correct_response': 'r', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
2.3047 	EXP 	fixation: autoDraw = False
2.3047 	EXP 	text: autoDraw = False
2.3047 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
2.3047 	EXP 	text: height = np.float64(0.05)
2.3047 	EXP 	text: height = np.float64(0.05)
2.3047 	EXP 	text: height = np.float64(0.05)
2.3047 	EXP 	text: text = 'RED'
2.3047 	EXP 	fixation: autoDraw = True
2.4029 	EXP 	Device response: <KeyPress from None: t=2.2727348000044003, value=r, duration=0.125509699981194>
2.8033 	INFO 	Keyboard events cleared
2.8031 	EXP 	fixation: autoDraw = False
2.8031 	EXP 	text: autoDraw = True
3.2028 	EXP 	Device response: <KeyPress from None: t=3.2003721999935806, value=r, duration=None>
3.2031 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'RED', 'colour': 'blue', 'stimulus_condition': 'I', 'correct_response': 'b', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
3.2043 	DATA 	Keypress: r
3.2187 	EXP 	fixation: autoDraw = False
3.2187 	EXP 	text: autoDraw = False
3.2187 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
3.2187 	EXP 	text: text = 'RED'
3.2187 	EXP 	fixation: autoDraw = True
3.3694 	EXP 	Device response: <KeyPress from None: t=3.2003721999935806, value=r, duration=0.15350020001642406>
3.7033 	INFO 	Keyboard events cleared
3.7031 	EXP 	fixation: autoDraw = False
3.7031 	EXP 	text: autoDraw = True
4.2869 	EXP 	Device response: <KeyPress from None: t=4.276001099962741, value=b, duration=None>
4.2872 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'word': 'BLUE', 'colour': 'blue', 'stimulus_condition': 'C', 'correct_response': 'b', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
4.2904 	DATA 	Keypress: b
4.3043 	EXP 	fixation: autoDraw = False
4.3043 	EXP 	text: autoDraw = False
4.3043 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
4.3043 	EXP 	text: height = np.float64(0.05)
4.3043 	EXP 	text: height = np.float64(0.05)
4.3043 	EXP 	text: height = np.float64(0.05)
4.3043 	EXP 	text: text = 'BLUE'
4.3043 	EXP 	fixation: autoDraw = True
4.4372 	EXP 	Device response: <KeyPress from None: t=4.276001099962741, value=b, duration=0.15159000002313405>
4.7867 	INFO 	Keyboard events cleared
4.7866 	EXP 	fixation: autoDraw = False
4.7866 	EXP 	text: autoDraw = True
5.1862 	EXP 	Device response: <KeyPress from None: t=5.178071999980602, value=b, duration=None>
5.1865 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'word': 'RED', 'colour': 'blue', 'stimulus_condition': 'I', 'correct_response': 'b', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
5.1898 	DATA 	Keypress: b
5.2023 	EXP 	fixation: autoDraw = False
5.2023 	EXP 	text: autoDraw = False
5.2023 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
5.2023 	EXP 	text: height = np.float64(0.05)
5.2023 	EXP 	text: height = np.float64(0.05)
5.2023 	EXP 	text: height = np.float64(0.05)
5.2023 	EXP 	text: text = 'RED'
5.2023 	EXP 	fixation: autoDraw = True
5.3529 	EXP 	Device response: <KeyPress from None: t=5.178071999980602, value=b, duration=0.15964000002713874>
5.7040 	INFO 	Keyboard events cleared
5.7038 	EXP 	fixation: autoDraw = False
5.7038 	EXP 	text: autoDraw = True
6.1708 	EXP 	Device response: <KeyPress from None: t=6.156251399952453, value=b, duration=None>
6.1711 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'word': 'BLUE', 'colour': 'blue', 'stimulus_condition': 'C', 'correct_response': 'b', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
6.1747 	DATA 	Keypress: b
6.1873 	EXP 	fixation: autoDraw = False
6.1873 	EXP 	text: autoDraw = False
6.1873 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
6.1873 	EXP 	text: height = np.float64(0.05)
6.1873 	EXP 	text: height = np.float64(0.05)
6.1873 	EXP 	text: height = np.float64(0.05)
6.1873 	EXP 	text: text = 'BLUE'
6.1873 	EXP 	fixation: autoDraw = True
6.3040 	EXP 	Device response: <KeyPress from None: t=6.156251399952453, value=b, duration=0.13924170000245795>
6.6856 	INFO 	Keyboard events cleared
6.6854 	EXP 	fixation: autoDraw = False
6.6854 	EXP 	text: autoDraw = True
7.0862 	EXP 	Device response: <KeyPress from None: t=7.073265299957711, value=b, duration=None>
7.0866 	EXP 	New trial (rep=1, index=2): <Trial 6 (2 in rep 1) data={'word': 'BLUE', 'colour': 'red', 'stimulus_condition': 'I', 'correct_response': 'r', 'thisN': 6, 'thisTrialN': 2, 'thisRepN': 1}>
7.0882 	DATA 	Keypress: b
7.1035 	EXP 	fixation: autoDraw = False
7.1035 	EXP 	text: autoDraw = False
7.1035 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
7.1035 	EXP 	text: text = 'BLUE'
7.1035 	EXP 	fixation: autoDraw = True
7.2371 	EXP 	Device response: <KeyPress from None: t=7.073265299957711, value=b, duration=0.16222040000138804>
7.3695 	EXP 	Device response: <KeyPress from None: t=7.363801200001035, value=b, duration=None>
7.3703 	DATA 	Keypress: b
7.5196 	EXP 	Device response: <KeyPress from None: t=7.363801200001035, value=b, duration=0.15172500000335276>
7.5873 	INFO 	Keyboard events cleared
7.5871 	EXP 	fixation: autoDraw = False
7.5871 	EXP 	text: autoDraw = True
8.1863 	EXP 	Device response: <KeyPress from None: t=8.183586600003764, value=r, duration=None>
8.1866 	EXP 	New trial (rep=1, index=3): <Trial 7 (3 in rep 1) data={'word': 'RED', 'colour': 'red', 'stimulus_condition': 'C', 'correct_response': 'r', 'thisN': 7, 'thisTrialN': 3, 'thisRepN': 1}>
8.1906 	DATA 	Keypress: r
8.2032 	EXP 	fixation: autoDraw = False
8.2032 	EXP 	text: autoDraw = False
8.2032 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
